#cliente,Gama_Productos,rango_precio,Facturacion,Margen_Bruto,Facturacion_s_#Producto,Margen_s_Facturacion
C_3682,2,1,1011,358,506,35
C_3683,3,2,14947,1856,4982,12
C_3684,1,1,5100,2337,5100,46
C_3685,1,1,5750,2746,5750,48
C_3686,2,5,6227,3071,3114,49
C_3687,1,1,150,81,150,54
C_3688,3,4,1082,326,361,30
C_3689,8,3,23141,7099,2893,31
C_369,32,3,45299,5880,1416,13
C_3690,5,4,5186,2381,1037,46
C_3691,1,2,784,40,784,5
C_3692,1,3,2340,760,2340,32
C_3693,1,2,3000,1161,3000,39
C_3694,1,1,325,151,325,46
C_3695,1,2,263,29,263,11
C_3696,3,5,827,434,276,52
C_3697,24,1,51907,12490,2163,24
C_3698,18,3,8241,1134,458,14
C_3699,10,2,7876,787,788,10
C_37,5,2,1190,153,238,13
C_370,33,1,42275,5662,1281,13
C_3700,4,5,3472,1480,868,43
C_3701,4,1,9885,1850,2471,19
C_3702,5,1,3472,1002,694,29
C_3703,8,5,2643,606,330,23
C_3704,17,5,31711,5157,1865,16
C_3705,7,1,15037,2478,2148,16
C_3706,9,1,10272,1998,1141,19
C_3707,8,3,7081,2386,885,34
C_3708,14,1,10115,1572,723,16
C_3709,5,3,3011,427,602,14
C_371,54,3,117379,20718,2174,18
C_3710,1,1,2360,175,2360,7
C_3711,1,3,2640,185,2640,7
C_3712,3,1,3810,318,1270,8
C_3713,3,1,874,75,291,9
C_3714,2,5,1680,503,840,30
C_3715,8,3,8863,1391,1108,16
C_3716,3,5,3129,164,1043,5
C_3717,2,5,4458,1826,2229,41
C_3718,2,5,94,45,47,48
C_3719,1,2,2559,366,2559,14
C_372,10,1,23189,7829,2319,34
C_3720,12,1,21376,4229,1781,20
C_3721,1,3,325,45,325,14
C_3722,4,1,15365,2614,3841,17
C_3723,6,1,40799,6330,6800,16
C_3724,2,1,855,67,428,8
C_3725,7,1,85235,12461,12176,15
C_3726,1,2,245,15,245,6
C_3727,2,5,1680,507,840,30
C_3728,9,5,6160,1003,684,16
C_3729,2,5,945,44,473,5
C_373,3,5,369,52,123,14
C_3730,14,1,53597,15749,3828,29
C_3731,2,5,6559,2569,3280,39
C_3732,8,5,25669,3641,3209,14
C_3733,13,3,8710,2584,670,30
C_3734,1,2,64,11,64,17
C_3735,1,1,62,1,62,1
C_3736,1,3,360,139,360,39
C_3737,1,3,6,2,6,35
C_3738,2,2,284,60,142,21
C_3739,3,1,569,43,190,8
C_374,8,3,2653,936,332,35
C_3740,15,4,16835,3117,1122,19
C_3741,6,5,11219,979,1870,9
C_3742,13,1,49078,5822,3775,12
C_3743,1,3,240,146,240,61
C_3744,4,1,1238,294,310,24
C_3745,2,2,960,118,480,12
C_3746,2,2,960,118,480,12
C_3747,11,4,5478,861,498,16
C_3748,1,3,720,322,720,45
C_3749,8,1,15083,5714,1885,38
C_375,28,1,57934,11115,2069,19
C_3750,1,2,68,17,68,25
C_3751,1,1,1260,530,1260,42
C_3752,1,3,385,208,385,54
C_3753,7,5,6647,795,950,12
C_3754,13,1,33339,7735,2565,23
C_3755,2,2,10520,262,5260,2
C_3756,2,2,2300,169,1150,7
C_3757,2,5,2480,285,1240,12
C_3758,2,5,2480,285,1240,12
C_3759,1,1,6600,1755,6600,27
C_376,16,5,8032,1926,502,24
C_3760,16,1,17156,2846,1072,17
C_3761,14,2,22494,6711,1607,30
C_3762,1,2,790,26,790,3
C_3763,1,1,468,7,468,1
C_3764,6,4,39250,14388,6542,37
C_3765,12,1,4560,697,380,15
C_3766,1,3,966,34,966,3
C_3767,11,4,3506,729,319,21
C_3768,3,4,298,39,99,13
C_3769,3,4,299,50,100,17
C_377,39,5,50925,10218,1306,20
C_3770,2,5,2085,252,1043,12
C_3771,9,1,6125,1591,681,26
C_3772,2,5,234,38,117,16
C_3773,1,1,2589,376,2589,15
C_3774,1,1,2744,1270,2744,46
C_3775,2,5,12969,5722,6485,44
C_3776,8,2,46992,10064,5874,21
C_3777,2,1,985,158,493,16
C_3778,10,5,1664,382,166,23
C_3779,8,3,4378,1404,547,32
C_378,31,3,74818,14769,2413,20
C_3780,1,3,965,357,965,37
C_3781,10,3,1251,358,125,29
C_3782,1,2,1056,401,1056,38
C_3783,1,2,395,19,395,5
C_3784,4,2,1735,538,434,31
C_3785,8,4,6380,1550,798,24
C_3786,21,5,55688,14963,2652,27
C_3787,19,3,26938,4125,1418,15
C_3788,11,1,10521,2349,956,22
C_3789,1,1,22350,375,22350,2
C_379,7,5,4439,634,634,14
C_3790,1,4,138,35,138,25
C_3791,1,4,685,290,685,42
C_3792,1,2,2925,358,2925,12
C_3793,1,2,2011,246,2011,12
C_3794,5,5,2741,176,548,6
C_3795,8,5,5934,1940,742,33
C_3796,12,5,20802,13954,1734,67
C_3797,7,1,6814,628,973,9
C_3798,2,4,1316,306,658,23
C_3799,15,2,9310,2155,621,23
C_38,2,5,720,331,360,46
C_380,39,5,19102,3805,490,20
C_3800,6,5,2104,262,351,12
C_3801,1,2,833,6,833,1
C_3802,3,1,11553,756,3851,7
C_3803,12,1,7001,1159,583,17
C_3804,5,5,3450,687,690,20
C_3805,4,3,1348,108,337,8
C_3806,5,5,5680,634,1136,11
C_3807,6,1,63060,31971,10510,51
C_3808,1,2,147,6,147,4
C_3809,1,2,1520,436,1520,29
C_381,27,3,13965,3112,517,22
C_3810,12,2,23939,5576,1995,23
C_3811,3,5,1638,749,546,46
C_3812,1,3,2600,137,2600,5
C_3813,3,2,1313,566,438,43
C_3814,3,5,1663,325,554,20
C_3815,12,1,5439,662,453,12
C_3816,2,5,2497,1139,1249,46
C_3817,2,1,1750,498,875,28
C_3818,1,3,650,100,650,15
C_3819,1,3,800,440,800,55
C_382,35,3,12126,2469,346,20
C_3820,1,1,2950,178,2950,6
C_3821,2,5,1159,348,580,30
C_3822,4,5,4925,580,1231,12
C_3823,5,3,1649,716,330,43
C_3824,1,1,102,44,102,43
C_3825,10,1,28469,6375,2847,22
C_3826,1,2,281,2,281,1
C_3827,1,2,120,11,120,9
C_3828,4,3,1642,127,411,8
C_3829,2,5,850,447,425,53
C_383,41,3,47297,7750,1154,16
C_3830,2,5,7300,2738,3650,38
C_3831,14,1,19653,2372,1404,12
C_3832,4,1,2299,864,575,38
C_3833,2,4,588,209,294,36
C_3834,1,4,158,25,158,16
C_3835,2,5,5485,1798,2743,33
C_3836,10,1,21882,1684,2188,8
C_3837,2,1,91863,2225,45932,2
C_3838,3,5,5085,211,1695,4
C_3839,1,3,990,49,990,5
C_384,19,4,82320,44124,4333,54
C_3840,1,2,20,2,20,10
C_3841,10,3,863,100,86,12
C_3842,1,1,302,42,302,14
C_3843,4,1,8390,686,2098,8
C_3844,1,3,768,408,768,53
C_3845,3,2,614,162,205,26
C_3846,1,3,474,253,474,53
C_3847,10,3,2048,557,205,27
C_3848,1,1,2344,995,2344,42
C_3849,2,1,2231,307,1116,14
C_385,13,4,15136,3330,1164,22
C_3850,3,3,5388,3320,1796,62
C_3851,13,1,11990,2655,922,22
C_3852,5,3,25578,1304,5116,5
C_3853,13,1,11990,2660,922,22
C_3854,1,2,2358,336,2358,14
C_3855,3,5,981,238,327,24
C_3856,4,1,3254,251,814,8
C_3857,1,4,83,16,83,20
C_3858,1,2,122,2,122,2
C_3859,3,1,24961,2198,8320,9
C_386,3,5,3400,430,1133,13
C_3860,1,1,2094,38,2094,2
C_3861,1,1,1396,25,1396,2
C_3862,4,1,4748,858,1187,18
C_3863,9,3,20868,3369,2319,16
C_3864,3,4,2124,1071,708,50
C_3865,3,5,467,119,156,26
C_3866,5,3,729,83,146,11
C_3867,2,5,1719,777,860,45
C_3868,1,1,6900,143,6900,2
C_3869,1,1,90,10,90,11
C_387,7,4,1148,349,164,30
C_3870,6,2,1111,277,185,25
C_3871,11,4,5686,1919,517,34
C_3872,27,3,10618,2373,393,22
C_3874,21,1,7648,1872,364,24
C_3875,6,5,4792,679,799,14
C_3876,11,5,7745,1415,704,18
C_3877,2,5,156,47,78,30
C_3878,5,4,6598,2380,1320,36
C_3879,4,5,632,68,158,11
C_388,18,1,21146,4037,1175,19
C_3880,2,3,3360,912,1680,27
C_3881,1,4,345,73,345,21
C_3882,1,2,2560,601,2560,23
C_3883,6,1,16270,3470,2712,21
C_3884,3,5,2285,502,762,22
C_3885,10,5,13362,2104,1336,16
C_3886,9,1,4584,621,509,14
C_3887,5,1,13542,1846,2708,14
C_3888,3,5,1207,582,402,48
C_3889,4,5,1145,519,286,45
C_389,3,5,429,98,143,23
C_3890,4,5,1145,519,286,45
C_3891,1,2,9300,2781,9300,30
C_3892,4,5,1057,109,264,10
C_3893,1,3,240,127,240,53
C_3894,7,5,4584,453,655,10
C_3895,3,1,2349,924,783,39
C_3896,7,1,4082,305,583,7
C_3897,1,3,6000,279,6000,5
C_3898,2,1,3545,285,1773,8
C_3899,5,4,1490,638,298,43
C_39,13,1,19862,1557,1528,8
C_390,9,5,16188,4997,1799,31
C_3900,1,2,1800,399,1800,22
C_3901,1,1,3350,291,3350,9
C_3902,2,5,508,77,254,15
C_3903,3,1,2580,759,860,29
C_3904,2,5,950,224,475,24
C_3905,3,1,2820,92,940,3
C_3906,1,1,2484,486,2484,20
C_3907,11,2,10809,1197,983,11
C_3908,3,2,445,153,148,34
C_3909,3,5,5082,1053,1694,21
C_391,7,4,9321,1416,1332,15
C_3910,3,5,923,368,308,40
C_3911,14,4,11910,3044,851,26
C_3912,3,4,1486,369,495,25
C_3913,1,3,863,512,863,59
C_3914,1,2,53,7,53,14
C_3915,4,1,3192,231,798,7
C_3916,1,1,250,127,250,51
C_3917,2,1,351,172,176,49
C_3918,17,4,11503,3130,677,27
C_3919,17,4,9919,2530,583,26
C_392,19,5,18731,3610,986,19
C_3920,23,3,39014,7260,1696,19
C_3921,5,5,5847,1017,1169,17
C_3922,1,3,720,401,720,56
C_3923,2,4,2477,329,1239,13
C_3924,2,5,3289,1198,1645,36
C_3925,1,2,136,74,136,55
C_3926,1,2,400,218,400,55
C_3927,7,4,15354,5028,2193,33
C_3928,1,3,140,33,140,23
C_3929,14,4,8361,2179,597,26
C_393,20,2,5566,1053,278,19
C_3930,4,3,1217,541,304,44
C_3931,3,1,881,197,294,22
C_3932,17,3,4770,1224,281,26
C_3933,1,2,3000,749,3000,25
C_3934,1,2,333,1,333,1
C_3935,1,3,243,23,243,10
C_3936,3,5,2995,574,998,19
C_3937,3,1,3573,219,1191,6
C_3938,10,4,7102,2105,710,30
C_3939,2,5,2042,82,1021,4
C_394,45,2,126287,24166,2806,19
C_3940,13,1,18843,2358,1449,13
C_3941,1,3,173,102,173,59
C_3942,1,1,1242,29,1242,2
C_3943,14,1,7122,1998,509,28
C_3944,2,5,6388,1202,3194,19
C_3945,1,4,1237,462,1237,37
C_3946,6,2,2333,348,389,15
C_3947,5,5,12059,3190,2412,26
C_3948,6,4,6200,1374,1033,22
C_3949,9,3,9563,2244,1063,23
C_395,12,5,3861,578,322,15
C_3950,8,5,15172,2381,1897,16
C_3951,9,4,14039,2106,1560,15
C_3952,8,4,3995,922,499,23
C_3953,7,2,7588,499,1084,7
C_3954,6,5,2778,420,463,15
C_3955,5,1,10797,1302,2159,12
C_3956,1,1,3370,1792,3370,53
C_3957,2,3,5111,692,2556,14
C_3958,22,1,86708,17565,3941,20
C_3959,2,5,330,30,165,9
C_396,36,2,179705,55612,4992,31
C_3960,4,3,525,170,131,32
C_3961,1,4,657,410,657,62
C_3962,1,2,95,1,95,1
C_3963,1,1,383,134,383,35
C_3964,2,1,987,716,494,73
C_3965,18,1,22576,5531,1254,24
C_3966,1,3,2650,981,2650,37
C_3967,12,5,7261,850,605,12
C_3968,4,5,4636,138,1159,3
C_3969,10,4,157058,49401,15706,31
C_397,16,1,52238,8234,3265,16
C_3970,5,1,4936,641,987,13
C_3971,8,4,4565,768,571,17
C_3972,20,5,8367,2516,418,30
C_3973,7,4,1432,500,205,35
C_3974,7,4,2097,542,300,26
C_3975,6,5,4675,1074,779,23
C_3976,7,5,5206,2023,744,39
C_3977,2,5,728,279,364,38
C_3978,1,2,300,14,300,5
C_3979,3,1,13960,550,4653,4
C_398,2,5,200,81,100,40
C_3980,7,4,2232,707,319,32
C_3981,16,3,14170,2794,886,20
C_3982,4,3,1931,252,483,13
C_3983,1,4,90,65,90,73
C_3984,5,1,790,227,158,29
C_3985,1,2,1860,851,1860,46
C_3986,1,4,210,35,210,16
C_3987,2,5,543,73,272,14
C_3988,2,2,785,304,393,39
C_3989,2,2,365,114,183,31
C_399,28,5,22120,9670,790,44
C_3990,19,2,5989,1837,315,31
C_3991,12,4,13027,4159,1086,32
C_3992,4,3,5186,1577,1297,30
C_3993,1,2,132,67,132,51
C_3994,5,5,10532,904,2106,9
C_3995,2,5,1041,34,521,3
C_3996,3,2,1636,239,545,15
C_3997,2,3,1140,601,570,53
C_3998,1,2,42,21,42,49
C_3999,4,5,4386,801,1097,18
C_4,10,1,5132,757,513,15
C_40,24,2,37893,6112,1579,16
C_400,17,1,6916,1807,407,26
C_4000,9,4,3654,902,406,25
C_4001,1,2,1595,728,1595,46
C_4002,1,1,620,235,620,38
C_4003,2,5,3494,1299,1747,37
C_4004,5,5,10532,904,2106,9
C_4005,1,2,1080,249,1080,23
C_4006,1,3,75,13,75,18
C_4007,8,1,59650,11398,7456,19
C_4008,2,5,2129,752,1065,35
C_4009,1,1,14000,7690,14000,55
C_401,7,1,2129,252,304,12
C_4010,2,5,5298,2354,2649,44
C_4011,12,4,13500,3480,1125,26
C_4012,3,4,322,46,107,14
C_4013,2,5,440,123,220,28
C_4014,1,1,1040,97,1040,9
C_4015,2,3,1485,642,743,43
C_4016,2,5,1298,574,649,44
C_4017,15,1,20915,4226,1394,20
C_4018,2,5,1020,121,510,12
C_4019,2,5,876,425,438,49
C_402,6,4,3694,750,616,20
C_4020,1,2,1143,597,1143,52
C_4021,12,4,8737,1121,728,13
C_4022,3,5,5858,1243,1953,21
C_4023,1,2,1975,135,1975,7
C_4024,1,2,2765,188,2765,7
C_4025,6,3,1948,365,325,19
C_4026,8,4,17917,4521,2240,25
C_4027,4,1,669,60,167,9
C_4028,1,2,1680,557,1680,33
C_4029,14,5,13003,3489,929,27
C_403,1,4,980,385,980,39
C_4030,3,3,767,192,256,25
C_4031,1,3,805,476,805,59
C_4032,1,2,128,29,128,23
C_4033,6,4,5957,1992,993,33
C_4034,1,4,55,16,55,29
C_4035,1,1,675,315,675,47
C_4036,2,5,221,91,111,41
C_4037,2,5,221,91,111,41
C_4038,30,4,61367,13128,2046,21
C_4039,1,2,2380,133,2380,6
C_404,29,1,15712,2599,542,17
C_4040,6,4,4517,604,753,13
C_4041,1,2,3623,37,3623,1
C_4042,7,1,5085,1348,726,27
C_4043,2,4,153,12,77,8
C_4044,6,1,16235,1629,2706,10
C_4045,2,5,1620,877,810,54
C_4046,1,2,270,48,270,18
C_4047,4,5,870,60,218,7
C_4048,1,2,66,33,66,50
C_4049,3,5,1700,702,567,41
C_405,10,3,19802,3012,1980,15
C_4050,2,5,525,257,263,49
C_4051,1,4,113,15,113,13
C_4052,3,5,14152,3400,4717,24
C_4053,2,5,470,106,235,23
C_4054,11,1,10132,2449,921,24
C_4055,1,2,1836,421,1836,23
C_4056,1,1,821,166,821,20
C_4057,15,4,7009,1188,467,17
C_4058,1,1,1133,389,1133,34
C_4059,1,1,162,56,162,34
C_406,3,3,540,88,180,16
C_4060,2,5,284,3,142,1
C_4061,16,2,52610,7121,3288,14
C_4062,7,1,1852,70,265,4
C_4063,9,2,7003,1024,778,15
C_4064,7,3,7578,1909,1083,25
C_4065,4,3,534,18,134,3
C_4066,1,1,847,293,847,35
C_4067,1,1,259,89,259,34
C_4068,3,3,3016,201,1005,7
C_4069,20,4,53073,12171,2654,23
C_407,20,1,38439,8016,1922,21
C_4070,1,4,2213,1053,2213,48
C_4071,1,2,396,137,396,34
C_4072,5,4,1163,300,233,26
C_4073,1,1,7584,1692,7584,22
C_4074,1,1,38160,757,38160,2
C_4075,1,1,10800,214,10800,2
C_4076,5,2,1429,224,286,16
C_4077,2,5,12509,5308,6255,42
C_4078,10,1,25132,1667,2513,7
C_4079,2,5,472,100,236,21
C_408,8,1,2084,601,261,29
C_4080,10,1,25132,1671,2513,7
C_4081,14,5,10728,1403,766,13
C_4082,13,5,10728,1456,825,14
C_4083,4,2,3017,197,754,7
C_4084,1,4,4518,2002,4518,44
C_4085,1,1,1400,769,1400,55
C_4086,1,2,400,11,400,3
C_4087,1,4,520,135,520,26
C_4088,1,1,2423,1018,2423,42
C_4089,1,2,915,106,915,12
C_409,13,4,5831,1593,449,27
C_4090,1,1,787,179,787,23
C_4091,2,1,1571,319,786,20
C_4092,2,5,9429,3999,4715,42
C_4093,3,2,281,61,94,22
C_4094,1,2,240,89,240,37
C_4095,2,5,48319,960,24160,2
C_4096,19,1,39215,5747,2064,15
C_4097,13,4,16531,3873,1272,23
C_4098,6,1,19515,7128,3253,37
C_4099,13,1,25623,4470,1971,17
C_41,7,4,1714,632,245,37
C_410,21,2,37736,9434,1797,25
C_4100,1,2,158,21,158,13
C_4101,12,5,11075,1292,923,12
C_4102,2,1,8037,2987,4019,37
C_4103,1,2,285,71,285,25
C_4104,4,3,1120,231,280,21
C_4105,1,1,40,10,40,25
C_4106,8,5,1602,176,200,11
C_4107,3,3,623,45,208,7
C_4108,1,1,177,3,177,2
C_4109,2,3,12400,348,6200,3
C_411,27,4,28289,4567,1048,16
C_4110,11,3,3562,864,324,24
C_4111,1,1,2490,1679,2490,67
C_4112,2,5,8640,1026,4320,12
C_4113,2,5,8668,961,4334,11
C_4114,15,1,97812,16552,6521,17
C_4115,1,3,640,25,640,4
C_4116,1,3,31906,3043,31906,10
C_4117,2,1,1769,370,885,21
C_4118,4,1,11196,3909,2799,35
C_4119,2,5,2769,196,1385,7
C_412,52,4,113534,28218,2183,25
C_4120,1,3,1028,59,1028,6
C_4121,2,5,169,6,85,4
C_4122,8,5,10684,2192,1336,21
C_4123,7,1,102679,10624,14668,10
C_4124,1,2,64,1,64,1
C_4125,11,5,4943,785,449,16
C_4126,1,3,288,172,288,60
C_4127,1,4,928,124,928,13
C_4128,2,5,8097,1835,4049,23
C_4129,1,2,297,70,297,24
C_413,10,3,4041,517,404,13
C_4130,5,4,5984,640,1197,11
C_4131,1,3,268,87,268,32
C_4132,5,2,4554,1625,911,36
C_4133,3,3,3245,186,1082,6
C_4134,1,2,900,156,900,17
C_4135,1,1,123,56,123,46
C_4136,11,1,15955,1892,1450,12
C_4137,1,3,82,12,82,14
C_4138,3,5,1601,316,534,20
C_4139,1,1,442,11,442,2
C_414,19,3,23547,3830,1239,16
C_4140,18,1,25970,4334,1443,17
C_4141,3,1,11363,578,3788,5
C_4142,4,3,1845,413,461,22
C_4143,1,2,1500,454,1500,30
C_4144,1,2,660,247,660,37
C_4145,1,1,1060,429,1060,41
C_4146,2,5,647,268,324,41
C_4147,1,3,400,6,400,2
C_4148,6,2,2447,501,408,20
C_4149,1,4,45969,43788,45969,95
C_415,17,1,10319,950,607,9
C_4150,1,1,4930,161,4930,3
C_4151,1,1,4930,161,4930,3
C_4152,10,1,8705,2126,871,24
C_4153,2,5,994,349,497,35
C_4154,13,1,11816,4839,909,41
C_4155,5,5,2294,363,459,16
C_4156,2,4,506,123,253,24
C_4157,1,2,271,69,271,25
C_4158,5,1,15731,4035,3146,26
C_4159,11,1,2732,523,248,19
C_416,25,3,28163,5138,1127,18
C_4160,8,3,23892,2846,2987,12
C_4161,1,2,850,488,850,57
C_4162,17,5,7634,1542,449,20
C_4163,4,1,11928,746,2982,6
C_4164,13,3,8259,2120,635,26
C_4165,4,1,3711,1451,928,39
C_4166,1,3,73,19,73,26
C_4167,2,5,114,31,57,27
C_4168,4,5,1435,464,359,32
C_4169,1,2,2760,1016,2760,37
C_417,34,1,30681,3685,902,12
C_4170,1,2,7,1,7,15
C_4171,1,2,7,1,7,15
C_4172,3,5,311,126,104,40
C_4173,1,1,464,39,464,8
C_4174,3,5,7424,1259,2475,17
C_4175,2,5,9827,3079,4914,31
C_4176,1,3,80,1,80,1
C_4177,5,1,3871,477,774,12
C_4178,1,4,69,8,69,11
C_4179,9,1,2528,1113,281,44
C_418,35,3,62011,8683,1772,14
C_4180,18,1,11905,4353,661,37
C_4181,3,2,14860,4668,4953,31
C_4182,10,1,4424,1889,442,43
C_4183,19,3,10360,2039,545,20
C_4184,19,3,10421,2063,548,20
C_4185,2,5,715,168,358,23
C_4186,3,5,883,182,294,21
C_4187,8,1,2897,454,362,16
C_4188,6,5,1060,165,177,16
C_4189,1,1,4,1,4,6
C_419,27,1,85980,12869,3184,15
C_4190,3,3,4474,1853,1491,41
C_4191,5,5,14425,3984,2885,28
C_4192,1,1,3525,1012,3525,29
C_4193,14,3,5938,1251,424,21
C_4194,4,4,538,123,135,23
C_4195,2,5,912,647,456,71
C_4196,1,2,1170,421,1170,36
C_4197,2,5,4305,1696,2153,39
C_4198,6,1,5823,591,971,10
C_4199,2,5,8442,1166,4221,14
C_42,20,5,121991,20451,6100,17
C_420,15,1,9686,1957,646,20
C_4200,4,5,572,98,143,17
C_4201,4,5,703,173,176,25
C_4202,5,3,514,146,103,28
C_4203,9,3,1651,430,183,26
C_4204,7,4,8933,2339,1276,26
C_4205,1,2,15532,797,15532,5
C_4206,11,1,15108,1058,1373,7
C_4207,1,3,4080,1033,4080,25
C_4208,1,1,173,18,173,11
C_4209,1,4,164,18,164,11
C_421,2,5,840,57,420,7
C_4210,6,1,1568,334,261,21
C_4211,1,1,6,3,6,47
C_4212,1,2,1104,291,1104,26
C_4213,1,1,23600,102,23600,1
C_4214,12,5,3232,374,269,12
C_4215,7,2,2021,348,289,17
C_4216,1,2,1301,773,1301,59
C_4217,7,1,2176,526,311,24
C_4218,7,1,13906,2385,1987,17
C_4219,14,2,7866,1140,562,14
C_422,1,3,575,7,575,1
C_4220,1,2,2370,656,2370,28
C_4221,3,2,5964,1576,1988,26
C_4222,10,2,3167,947,317,30
C_4223,4,5,354,75,89,21
C_4224,4,1,4693,970,1173,21
C_4225,3,3,13647,5235,4549,38
C_4226,6,3,3937,798,656,20
C_4227,11,5,1969,689,179,35
C_4228,9,3,13970,1969,1552,14
C_4229,1,3,180,85,180,47
C_423,1,4,240,53,240,22
C_4230,1,2,153,84,153,55
C_4231,4,3,1536,235,384,15
C_4232,1,1,498,151,498,30
C_4233,2,5,4502,2388,2251,53
C_4234,1,2,650,279,650,43
C_4235,2,5,2939,1435,1470,49
C_4236,1,2,4578,1983,4578,43
C_4237,1,2,2322,1048,2322,45
C_4238,3,1,1270,516,423,41
C_4239,3,1,82847,6785,27616,8
C_424,16,1,8317,690,520,8
C_4240,2,5,4908,2006,2454,41
C_4241,2,5,1520,513,760,34
C_4242,9,1,9258,1972,1029,21
C_4243,1,1,8975,1314,8975,15
C_4244,1,4,504,135,504,27
C_4245,4,5,3492,860,873,25
C_4246,11,4,9017,2548,820,28
C_4247,1,2,110,56,110,51
C_4248,1,2,140,89,140,64
C_4249,1,2,342,199,342,58
C_425,45,1,62755,9795,1395,16
C_4250,1,2,1168,389,1168,33
C_4251,10,1,62476,10588,6248,17
C_4252,3,1,15263,6463,5088,42
C_4253,3,5,2005,719,668,36
C_4254,1,2,2622,1166,2622,44
C_4255,7,1,5203,1857,743,36
C_4256,12,1,9923,2851,827,29
C_4257,2,5,818,240,409,29
C_4258,5,5,2136,681,427,32
C_4259,7,5,3495,979,499,28
C_426,37,4,58768,14546,1588,25
C_4260,12,1,9363,2447,780,26
C_4261,3,5,5140,2311,1713,45
C_4262,3,4,327,159,109,49
C_4263,3,1,4373,1082,1458,25
C_4264,1,2,1800,854,1800,47
C_4265,12,1,21659,7524,1805,35
C_4266,7,3,7036,2994,1005,43
C_4267,1,2,280,174,280,62
C_4268,2,5,5322,770,2661,14
C_4269,3,1,1510,343,503,23
C_427,18,5,22100,5634,1228,25
C_4270,1,3,672,289,672,43
C_4271,6,1,4894,879,816,18
C_4272,2,1,1069,150,535,14
C_4273,2,1,650,131,325,20
C_4274,8,4,4243,1921,530,45
C_4275,1,2,413,202,413,49
C_4276,3,1,1923,361,641,19
C_4277,2,5,207,94,104,46
C_4278,2,1,650,131,325,20
C_4279,2,1,2329,1076,1165,46
C_428,2,5,840,124,420,15
C_4280,2,1,2030,410,1015,20
C_4281,1,2,413,202,413,49
C_4282,1,2,3600,1387,3600,39
C_4283,3,5,14566,4205,4855,29
C_4284,1,2,2000,978,2000,49
C_4285,1,1,590,251,590,43
C_4286,2,2,186,48,93,26
C_4287,1,2,675,258,675,38
C_4288,6,2,1053,327,176,31
C_4289,6,2,1053,327,176,31
C_429,2,5,840,124,420,15
C_4290,8,4,5396,2333,675,43
C_4291,2,5,2104,1227,1052,58
C_4292,1,2,240,101,240,42
C_4293,1,2,960,402,960,42
C_4294,1,2,540,226,540,42
C_4295,3,1,5285,2233,1762,42
C_4296,2,5,6450,2351,3225,36
C_4297,19,1,16082,3214,846,20
C_4298,4,2,2044,500,511,24
C_4299,1,3,810,556,810,69
C_43,24,1,73089,18823,3045,26
C_430,1,4,2200,561,2200,26
C_4300,1,1,270,82,270,30
C_4301,2,5,2170,846,1085,39
C_4302,1,1,676,152,676,23
C_4303,1,2,1140,422,1140,37
C_4304,2,1,2320,461,1160,20
C_4305,1,4,3750,1039,3750,28
C_4306,1,1,293,89,293,30
C_4307,1,1,270,82,270,30
C_4308,21,1,23739,5239,1130,22
C_4309,2,1,4340,879,2170,20
C_431,32,3,67427,11544,2107,17
C_4310,1,2,2115,894,2115,42
C_4311,8,3,9690,1648,1211,17
C_4312,2,1,4200,1230,2100,29
C_4313,12,5,7919,2050,660,26
C_4314,1,2,1921,741,1921,39
C_4315,1,1,307,96,307,31
C_4316,21,1,56712,8216,2701,14
C_4317,1,4,444,145,444,33
C_4318,4,3,842,257,211,31
C_4319,1,1,550,111,550,20
C_432,14,3,5820,1238,416,21
C_4320,10,5,14185,2158,1419,15
C_4321,12,3,47393,19759,3949,42
C_4322,4,3,346,119,87,34
C_4323,1,3,480,381,480,79
C_4324,1,2,288,107,288,37
C_4325,4,1,3039,1768,760,58
C_4326,1,3,1800,1264,1800,70
C_4327,8,1,16686,2709,2086,16
C_4328,2,5,1780,537,890,30
C_4329,2,5,652,211,326,32
C_433,37,3,91073,21610,2461,24
C_4330,9,3,2542,852,282,34
C_4331,2,5,600,334,300,56
C_4332,4,1,24856,1316,6214,5
C_4333,6,1,19336,4732,3223,24
C_4334,2,5,1466,446,733,30
C_4335,1,1,490,154,490,31
C_4336,2,2,1060,411,530,39
C_4337,17,5,5771,1318,339,23
C_4338,8,4,6503,1458,813,22
C_4339,1,3,343,64,343,19
C_434,25,3,63247,22794,2530,36
C_4340,5,4,671,122,134,18
C_4341,4,1,3319,1692,830,51
C_4342,1,3,1081,435,1081,40
C_4343,1,1,1050,315,1050,30
C_4344,1,2,375,110,375,29
C_4345,3,5,1435,719,478,50
C_4346,2,5,896,524,448,58
C_4347,1,1,675,499,675,74
C_4348,1,3,1177,478,1177,41
C_4349,1,1,5835,3523,5835,60
C_435,3,5,4404,1663,1468,38
C_4350,3,1,533,135,178,25
C_4351,5,1,5642,1062,1128,19
C_4352,4,1,1440,197,360,14
C_4353,1,3,42,12,42,28
C_4354,11,1,10127,1945,921,19
C_4355,4,1,1440,197,360,14
C_4356,13,1,4764,1903,366,40
C_4357,16,1,59697,9139,3731,15
C_4358,6,2,40067,6050,6678,15
C_4359,2,5,1845,832,923,45
C_436,17,4,11254,4030,662,36
C_4360,6,3,3215,1616,536,50
C_4361,2,1,6490,3068,3245,47
C_4362,3,2,7005,1662,2335,24
C_4363,11,3,6534,1716,594,26
C_4364,4,2,3374,970,844,29
