ID Cliente,ID Producto,Precio Total
C_1377,P_236,230
C_16,P_419,12
C_3003,P_432,120
C_1235,P_38,336
C_2853,P_419,750
C_1322,P_185,770
C_1322,P_236,4.725
C_2564,P_419,77
C_626,P_151,280
C_1523,P_163,1.362
C_1523,P_289,1.900
C_1523,P_310,342
C_3004,P_41,124
C_3004,P_185,158
C_3004,P_335,290
C_3005,P_432,300
C_2709,P_190,183
C_1599,P_76,140
C_417,P_41,132
C_417,P_185,316
C_417,P_335,375
C_1420,P_163,86.250
C_1421,P_190,1.950
C_3006,P_185,83
C_3006,P_335,140
C_3007,P_335,253
C_787,P_185,3.950
C_1008,P_344,22
C_1009,P_38,840
C_1009,P_76,378
C_1009,P_185,37.730
C_1009,P_236,11.363
C_1631,P_41,258
C_1631,P_419,13
C_1838,P_185,360
C_473,P_342,100
C_335,P_185,160
C_335,P_263,160
C_335,P_284,240
C_335,P_335,550
C_2946,P_419,75
C_338,P_38,288
C_338,P_163,673
C_338,P_190,868
C_1645,P_297,896
C_3002,P_185,474
C_2745,P_190,780
C_2442,P_185,11.850
C_927,P_190,7.410
C_927,P_419,245
C_16,P_419,12
C_616,P_38,336
C_616,P_57,620
C_616,P_235,225
C_616,P_244,140
C_616,P_408,0
C_1322,P_185,3.850
C_1322,P_273,192
C_3008,P_335,650
C_3008,P_421,392
C_3009,P_297,180
C_3010,P_163,1.224
C_2783,P_41,11.920
C_640,P_38,202
C_640,P_163,306
C_640,P_185,474
C_640,P_235,169
C_640,P_244,140
C_3011,P_185,640
C_656,P_41,3.570
C_656,P_185,4.740
C_1418,P_40,1.100
C_1418,P_253,332
C_1418,P_312,1.120
C_2858,P_40,539
C_2858,P_42,2.112
C_1420,P_41,714
C_1420,P_163,345
C_1607,P_163,561
C_1607,P_177,510
C_1607,P_190,195
C_1607,P_284,180
C_1740,P_41,3.570
C_1922,P_185,2.607
C_3012,P_297,226
C_1126,P_185,880
C_450,P_190,195
C_450,P_221,65
C_991,P_16,13.536
C_3013,P_185,336
C_3013,P_284,236
C_3013,P_314,450
C_3013,P_369,504
C_469,P_218,55
C_469,P_335,280
C_1016,P_185,7.900
C_1930,P_41,2.083
C_1646,P_314,320
C_8,P_41,2.083
C_610,P_26,120
C_610,P_335,580
C_3014,P_41,1.210
C_3014,P_163,426
C_3014,P_288,94
C_3014,P_350,495
C_3014,P_372,165
C_3014,P_419,14
C_1237,P_41,833
C_1237,P_57,1.848
C_1237,P_236,576
C_942,P_34,3.204
C_942,P_41,2.618
C_942,P_82,1.162
C_942,P_236,805
C_942,P_263,2.590
C_942,P_284,1.116
C_942,P_419,132
C_3015,P_163,746
C_522,P_76,441
C_522,P_97,45
C_2728,P_245,70
C_2728,P_334,164
C_2728,P_335,500
C_2324,P_185,440
C_2324,P_221,840
C_2324,P_284,264
C_539,P_76,139
C_539,P_244,200
C_1678,P_190,2.470
C_1678,P_244,3.000
C_1420,P_163,86.164
C_1681,P_41,119
C_1681,P_185,98
C_1681,P_419,8
C_3016,P_163,852
C_154,P_126,1.560
C_156,P_151,1.750
C_156,P_163,1.267
C_301,P_236,920
C_1437,P_289,370
C_3017,P_163,3.444
C_684,P_41,1.210
C_684,P_163,426
C_684,P_350,495
C_684,P_372,165
C_684,P_419,14
C_570,P_41,357
C_570,P_76,781
C_570,P_185,790
C_570,P_236,320
C_570,P_244,75
C_2046,P_335,214
C_322,P_335,214
C_1702,P_185,178
C_1702,P_244,150
C_3018,P_34,240
C_3018,P_284,65
C_3018,P_350,70
C_1213,P_185,2.370
C_1213,P_263,635
C_1011,P_76,213
C_1011,P_244,75
C_3019,P_41,357
C_3019,P_419,13
C_3019,P_421,4.118
C_1769,P_85,550
C_1769,P_190,975
C_2496,P_163,3.677
C_1930,P_41,2.380
C_344,P_38,288
C_344,P_63,188
C_344,P_185,820
C_344,P_236,180
C_344,P_245,280
C_344,P_344,68
C_344,P_419,20
C_3020,P_85,7.950
C_2996,P_57,1.548
C_1982,P_284,520
C_1982,P_388,2.070
C_1982,P_408,620
C_8,P_41,2.380
C_3021,P_297,1.654
C_1905,P_38,3.360
C_616,P_163,459
C_1322,P_38,2.240
C_1322,P_185,4.928
C_1090,P_185,178
C_1090,P_235,57
C_3022,P_190,202
C_3022,P_344,48
C_3010,P_310,1.110
C_3023,P_180,1.716
C_1659,P_190,1.220
C_2070,P_163,648
C_1523,P_163,17
C_3024,P_218,56
C_511,P_41,5.900
C_635,P_57,552
C_1663,P_41,2.975
C_1663,P_185,2.765
C_1663,P_284,1.300
C_637,P_297,138
C_257,P_41,124
C_257,P_235,63
C_3025,P_41,124
C_3025,P_235,63
C_123,P_41,1.260
C_3026,P_41,248
C_2016,P_185,255
C_2016,P_236,128
C_2016,P_408,78
C_1175,P_185,430
C_1175,P_218,110
C_1175,P_310,375
C_405,P_76,264
C_405,P_185,996
C_405,P_242,1.050
C_405,P_335,3.850
C_2932,P_190,67
C_130,P_163,3.544
C_130,P_236,1.013
C_3027,P_41,120
C_3027,P_308,460
C_1794,P_41,2.990
C_1794,P_163,1.862
C_1794,P_185,6.351
C_1794,P_245,1.575
C_1794,P_288,419
C_1794,P_372,480
C_1794,P_411,2.546
C_2857,P_41,520
C_2857,P_163,368
C_2857,P_190,1.625
C_2857,P_235,135
C_2857,P_408,148
C_2857,P_419,23
C_3028,P_185,3.916
C_1612,P_41,2.268
C_1612,P_57,2.745
C_1612,P_163,2.346
C_1612,P_173,80
C_1612,P_185,1.185
C_1612,P_382,1.155
C_1612,P_408,360
C_3006,P_8,50
C_301,P_41,2.975
C_301,P_163,1.267
C_1816,P_38,81
C_1816,P_236,62
C_3029,P_57,355
C_3029,P_60,2.400
C_3029,P_63,65
C_3029,P_270,328
C_165,P_405,778
C_305,P_310,550
C_774,P_82,546
C_774,P_236,57
C_2304,P_70,435
C_2304,P_70,145
C_1288,P_185,1.408
C_1348,P_76,264
C_1348,P_185,996
C_1348,P_242,1.050
C_1348,P_335,3.850
C_3030,P_41,1.547
C_3030,P_57,1.755
C_3030,P_185,3.160
C_3030,P_236,565
C_3030,P_419,63
C_469,P_212,150
C_469,P_419,9
C_1895,P_133,100
C_1009,P_38,280
C_472,P_41,600
C_472,P_185,4.200
C_1134,P_57,434
C_1135,P_57,372
C_1135,P_163,107
C_1135,P_185,162
C_194,P_41,496
C_194,P_235,375
C_3031,P_163,1.466
C_1844,P_335,540
C_801,P_41,357
C_801,P_350,225
C_802,P_41,120
C_802,P_190,130
C_802,P_418,3
C_2970,P_335,390
C_3032,P_411,2.900
C_79,P_41,480
C_79,P_418,20
C_3033,P_38,1.344
C_3033,P_57,2.276
C_3033,P_185,5.925
C_3033,P_344,248
C_3033,P_419,43
C_3034,P_38,605
C_3034,P_57,1.046
C_3034,P_185,3.555
C_3034,P_236,225
C_3034,P_344,248
C_3034,P_419,43
C_708,P_163,415
C_708,P_263,528
C_708,P_350,336
C_1072,P_151,276
C_1647,P_41,408
C_1647,P_190,1.035
C_1647,P_221,1.400
C_1647,P_321,260
C_1647,P_408,608
C_3035,P_38,672
C_3035,P_57,1.107
C_3035,P_185,2.765
C_3035,P_236,112
C_3035,P_344,124
C_3035,P_419,24
C_1306,P_236,225
C_1306,P_264,502
C_1306,P_335,1.000
C_3036,P_38,134
C_3036,P_185,158
C_3036,P_236,56
C_3036,P_344,45
C_3036,P_419,6
C_1312,P_408,300
C_1312,P_410,1.120
C_3037,P_38,1.142
C_3037,P_57,2.091
C_3037,P_185,1.975
C_3037,P_236,169
C_3037,P_419,24
C_494,P_41,2.380
C_1515,P_163,2.397
C_815,P_236,338
C_3038,P_38,336
C_3038,P_185,1.422
C_3038,P_236,56
C_3038,P_344,45
C_3038,P_410,544
C_3038,P_419,6
C_3003,P_432,150
C_102,P_41,357
C_102,P_40,972
C_102,P_185,2.370
C_102,P_288,366
C_3039,P_38,470
C_3039,P_57,923
C_3039,P_185,2.370
C_3039,P_344,158
C_3039,P_419,24
C_931,P_163,2.040
C_3040,P_38,605
C_3040,P_57,1.046
C_3040,P_236,56
C_3040,P_344,68
C_3040,P_419,12
C_1322,P_185,2.156
C_2396,P_221,67
C_2396,P_284,61
C_3041,P_38,538
C_3041,P_57,984
C_3041,P_185,2.133
C_3041,P_236,56
C_3041,P_344,158
C_3041,P_419,12
C_3042,P_163,8.364
C_1912,P_42,122
C_1912,P_244,160
C_1912,P_419,6
C_1164,P_41,476
C_1164,P_185,474
C_3010,P_185,7.900
C_118,P_163,2.507
C_118,P_233,3.410
C_118,P_263,1.584
C_118,P_350,1.848
C_3043,P_8,225
C_29,P_322,740
C_3044,P_163,2.397
C_1784,P_163,6.417
C_3045,P_163,1.734
C_3046,P_41,4.998
C_2150,P_344,56
C_2151,P_23,600
C_2151,P_42,1.260
C_2151,P_185,3.792
C_2151,P_236,731
C_2151,P_244,900
C_3047,P_163,578
C_3048,P_23,2.520
C_3048,P_41,1.320
C_3048,P_97,595
C_3048,P_185,1.840
C_3049,P_38,806
C_3049,P_57,1.476
C_3049,P_185,1.975
C_3049,P_236,112
C_3049,P_419,24
C_2217,P_41,260
C_2217,P_163,329
C_2217,P_185,352
C_2217,P_344,28
C_750,P_41,610
C_750,P_236,58
C_750,P_419,7
C_750,P_421,210
C_2991,P_185,1.975
C_1407,P_185,1.245
C_1407,P_350,300
C_1407,P_411,1.550
C_2461,P_41,130
C_650,P_190,276
C_528,P_57,1.026
C_529,P_23,575
C_529,P_41,1.190
C_529,P_182,2.228
C_529,P_350,680
C_130,P_163,44
C_2868,P_245,280
C_2868,P_335,500
C_2709,P_190,244
C_755,P_163,415
C_755,P_263,528
C_755,P_350,336
C_2733,P_8,40
C_2026,P_185,340
C_1543,P_41,125
C_1543,P_163,108
C_1543,P_185,170
C_3050,P_8,100
C_286,P_184,25.280
C_286,P_208,819
C_286,P_270,4.560
C_286,P_284,910
C_424,P_185,770
C_424,P_235,218
C_424,P_273,10
C_2426,P_41,238
C_2426,P_185,632
C_2426,P_244,140
C_2426,P_335,750
C_426,P_76,130
C_154,P_97,45
C_154,P_350,340
C_675,P_297,720
C_2191,P_163,2.484
C_1430,P_350,170
C_1430,P_421,760
C_551,P_41,595
C_551,P_57,1.080
C_551,P_190,3.770
C_551,P_419,23
C_2978,P_220,125
C_2978,P_221,2.090
C_2978,P_350,3.000
C_2516,P_308,490
C_3051,P_41,13.171
C_3051,P_57,18.880
C_3051,P_163,5.440
C_2772,P_252,16.150
C_2832,P_335,625
C_3052,P_38,739
C_3052,P_57,1.353
C_3052,P_185,2.528
C_3052,P_236,56
C_3052,P_344,45
C_3052,P_419,12
C_3053,P_38,806
C_3053,P_57,984
C_3053,P_236,56
C_3053,P_344,113
C_3053,P_419,12
C_3054,P_38,672
C_3054,P_57,738
C_3054,P_185,2.370
C_3054,P_344,0
C_3055,P_38,672
C_3055,P_57,1.169
C_3055,P_185,2.607
C_3055,P_236,112
C_3055,P_344,113
C_3055,P_419,18
C_2765,P_419,90
C_3056,P_297,150
C_875,P_8,500
C_875,P_110,25
C_3057,P_335,138
C_446,P_185,15.800
C_446,P_190,4.950
C_3058,P_38,336
C_3058,P_57,369
C_3058,P_185,553
C_3058,P_344,90
C_3058,P_419,12
C_3059,P_38,202
C_3059,P_185,553
C_3059,P_410,272
C_3060,P_38,67
C_3060,P_57,123
C_3060,P_236,56
C_3060,P_344,45
C_3060,P_419,6
C_684,P_288,94
C_570,P_34,1.080
C_570,P_41,119
C_570,P_236,240
C_570,P_244,150
C_2046,P_163,108
C_2046,P_190,198
C_2046,P_236,68
C_63,P_76,120
C_63,P_310,125
C_2305,P_335,130
C_2305,P_419,15
C_1832,P_41,3.000
C_1832,P_163,2.700
C_326,P_26,372
C_326,P_185,340
C_326,P_312,432
C_1353,P_372,120
C_892,P_8,150
C_892,P_110,8
C_1559,P_41,244
C_1559,P_163,378
C_1559,P_185,445
C_1559,P_236,115
C_1559,P_350,120
C_3061,P_397,5.495
C_1009,P_38,3.500
C_1009,P_273,182
C_1009,P_335,125
C_3062,P_34,594
C_3063,P_38,1.344
C_3063,P_57,2.214
C_3063,P_185,5.925
C_3063,P_236,225
C_3063,P_344,248
C_3063,P_419,49
C_2879,P_76,258
C_3064,P_38,672
C_3064,P_57,1.107
C_3064,P_185,2.765
C_3064,P_236,112
C_3064,P_344,124
C_3064,P_419,24
C_1016,P_41,5.950
C_1016,P_163,2.550
C_1016,P_236,3.375
C_1016,P_344,574
C_1214,P_344,175
C_2278,P_245,300
C_196,P_432,281
C_3184,P_41,622
C_3184,P_245,160
C_588,P_297,480
C_713,P_432,563
C_2892,P_407,363
C_87,P_41,240
C_87,P_185,720
C_87,P_236,210
C_88,P_41,650
C_88,P_185,1.620
C_88,P_236,260
C_88,P_245,75
C_88,P_276,7
C_9,P_41,130
C_9,P_97,45
C_9,P_185,400
C_9,P_236,61
C_9,P_284,244
C_9,P_350,70
C_9,P_388,601
C_4170,P_276,7
C_4171,P_276,7
C_238,P_41,238
C_238,P_185,249
C_238,P_411,240
C_108,P_57,1.475
C_108,P_314,9.907
C_625,P_185,632
C_4096,P_18,2.145
C_508,P_41,119
C_508,P_97,45
C_508,P_185,395
C_508,P_236,51
C_508,P_288,85
C_508,P_350,75
C_943,P_18,731
C_943,P_34,1.476
C_943,P_41,2.700
C_943,P_185,9.120
C_943,P_236,235
C_4128,P_248,2.775
C_2100,P_297,810
C_3812,P_233,975
C_2855,P_34,384
C_2855,P_42,228
C_29,P_163,204
C_29,P_309,195
C_2156,P_174,74
C_396,P_173,600
C_396,P_205,1.552
C_832,P_57,315
C_832,P_185,255
C_837,P_41,480
C_837,P_185,560
C_837,P_221,920
C_2729,P_18,195
C_2729,P_34,688
C_2729,P_41,595
C_2729,P_97,200
C_2729,P_185,380
C_2729,P_236,433
C_2729,P_284,300
C_2729,P_350,825
C_127,P_41,570
C_127,P_236,202
C_3655,P_297,720
C_3514,P_407,145
C_972,P_190,1.220
C_972,P_236,210
C_426,P_63,80
C_426,P_111,36
C_426,P_373,231
C_2189,P_432,281
C_3516,P_407,218
C_2038,P_284,65
C_675,P_38,142
C_675,P_57,244
C_675,P_97,135
C_675,P_190,305
C_2267,P_18,3.885
C_2267,P_97,400
C_2267,P_265,532
C_1925,P_297,600
C_2286,P_41,360
C_2286,P_185,553
C_2286,P_263,488
C_2286,P_284,120
C_3681,P_233,975
C_2675,P_185,4.560
C_446,P_42,1.161
C_446,P_408,290
C_683,P_41,240
C_683,P_185,400
C_683,P_244,140
C_683,P_276,7
C_1285,P_41,119
C_1285,P_97,45
C_1285,P_185,237
C_1285,P_236,51
C_1285,P_288,56
C_1285,P_350,80
C_2046,P_190,65
C_179,P_57,295
C_179,P_58,3.009
C_1831,P_236,240
C_1831,P_411,120
C_1834,P_221,3.450
C_1834,P_407,1.305
C_4146,P_288,233
C_2127,P_270,110
C_182,P_190,101
C_3061,P_397,5.563
C_575,P_41,119
C_575,P_97,45
C_575,P_185,316
C_575,P_236,53
C_575,P_288,71
C_575,P_350,75
C_193,P_190,101
C_1898,P_41,528
C_1898,P_58,1.392
C_73,P_41,1.428
C_73,P_97,380
C_73,P_185,2.923
C_73,P_288,128
C_73,P_350,640
C_73,P_408,600
C_73,P_410,2.183
C_1977,P_38,760
C_1977,P_245,2.800
C_1977,P_345,4.400
C_196,P_432,563
C_1303,P_41,1.547
C_1303,P_245,280
C_205,P_41,260
C_2496,P_205,710
C_1304,P_38,3.500
C_4015,P_43,684
C_4172,P_221,60
C_713,P_432,1.125
C_4173,P_41,464
C_3847,P_312,124
C_493,P_18,410
C_1936,P_297,630
C_9,P_76,136
C_9,P_284,244
C_9,P_335,280
C_9,P_388,534
C_1860,P_41,357
C_1860,P_58,1.116
C_1860,P_270,900
C_3788,P_58,118
C_3788,P_419,8
C_2530,P_190,134
C_2530,P_221,195
C_2880,P_23,848
C_2880,P_41,650
C_2880,P_65,720
C_2880,P_220,1.008
C_2880,P_244,600
C_2880,P_276,59
C_2880,P_284,455
C_2880,P_420,435
C_4174,P_185,2.370
C_2406,P_297,581
C_232,P_41,130
C_232,P_190,65
C_232,P_344,275
C_3491,P_41,130
C_3491,P_310,880
C_104,P_41,476
C_104,P_57,638
C_104,P_97,90
C_104,P_185,2.528
C_104,P_236,190
C_104,P_312,754
C_104,P_350,225
C_3505,P_297,274
C_939,P_8,375
C_4175,P_297,1.221
C_256,P_185,82
C_256,P_220,59
C_256,P_284,65
C_1872,P_236,56
C_746,P_185,320
C_746,P_350,85
C_3993,P_297,60
C_2017,P_99,66
C_1411,P_41,120
C_1411,P_58,177
C_1411,P_185,300
C_1411,P_236,58
C_1411,P_244,150
C_266,P_58,11.600
C_266,P_221,4.240
C_266,P_312,13.700
C_266,P_407,1.350
C_2638,P_38,365
C_2638,P_185,1.458
C_2638,P_236,261
C_2638,P_245,210
C_275,P_38,760
C_275,P_57,2.096
C_275,P_236,225
C_3199,P_126,7.440
C_1420,P_41,238
C_1420,P_185,474
C_1420,P_236,47
C_1420,P_276,15
C_46,P_41,366
C_46,P_185,492
C_46,P_236,173
C_46,P_244,160
C_46,P_410,1.152
C_2189,P_432,563
C_433,P_41,992
C_433,P_185,4.000
C_433,P_236,55
C_433,P_276,20
C_2842,P_34,630
C_2842,P_401,41
C_1925,P_297,900
C_2286,P_26,75
C_2286,P_284,60
C_2286,P_289,95
C_2171,P_185,480
C_2171,P_408,160
C_55,P_97,135
C_55,P_190,469
C_55,P_408,128
C_1441,P_185,564
C_178,P_57,840
C_178,P_185,632
C_570,P_236,95
C_570,P_408,78
C_786,P_185,243
C_786,P_220,452
C_786,P_284,66
C_786,P_408,135
C_465,P_185,8.000
C_4156,P_185,270
C_1631,P_41,1.053
C_1631,P_58,250
C_1631,P_185,405
C_1631,P_221,458
C_1631,P_236,518
C_70,P_309,975
C_4169,P_297,400
C_194,P_245,210
C_71,P_41,2.380
C_71,P_185,13.825
C_71,P_236,225
C_71,P_244,480
C_71,P_263,630
C_71,P_408,68
C_2704,P_297,612
C_35,P_309,450
C_3799,P_185,2.050
C_3090,P_297,360
C_4176,P_185,80
C_3655,P_297,450
C_3446,P_297,775
C_1855,P_34,1.120
C_195,P_297,1.500
C_196,P_432,375
C_904,P_65,6.440
C_904,P_206,8.625
C_2959,P_297,600
C_4177,P_41,595
C_4177,P_221,2.618
C_4177,P_236,150
C_4177,P_276,28
C_4177,P_284,480
C_704,P_23,115
C_81,P_185,240
C_2246,P_312,3.500
C_1980,P_41,2.975
C_1980,P_58,4.130
C_1980,P_97,1.560
C_1980,P_185,11.500
C_1980,P_236,1.300
C_1980,P_350,2.775
C_1507,P_41,1.904
C_1507,P_185,3.160
C_1507,P_236,452
C_209,P_34,124
C_209,P_335,375
C_4178,P_190,69
C_713,P_432,750
C_2203,P_297,143
C_596,P_41,378
C_596,P_97,45
C_596,P_185,320
C_596,P_221,60
C_596,P_236,120
C_596,P_276,7
C_596,P_284,66
C_916,P_297,834
C_2205,P_297,64
C_1936,P_297,660
C_494,P_23,805
C_494,P_408,117
C_1079,P_308,465
C_3923,P_163,329
C_3161,P_297,900
C_369,P_308,980
C_3595,P_41,120
C_3595,P_276,16
C_3595,P_312,260
C_378,P_236,285
C_383,P_297,143
C_1390,P_41,210
C_1390,P_58,177
C_1390,P_190,320
C_1239,P_190,217
C_1240,P_190,217
C_736,P_312,5.180
C_1392,P_41,595
C_1392,P_221,2.618
C_1392,P_236,150
C_1392,P_276,28
C_1392,P_284,480
C_941,P_185,79
C_2622,P_41,124
C_2622,P_190,325
C_2622,P_220,60
C_825,P_58,3.050
C_825,P_190,12.600
C_116,P_185,869
C_116,P_206,2.220
C_116,P_350,170
C_116,P_408,173
C_3255,P_308,1.863
C_2813,P_110,18
C_2813,P_432,300
C_3600,P_97,80
C_3600,P_236,53
C_3600,P_276,7
C_255,P_177,38
C_3226,P_38,371
C_3226,P_185,800
C_517,P_41,857
C_517,P_185,340
C_517,P_221,173
C_517,P_284,120
C_644,P_41,882
C_644,P_236,446
C_644,P_312,2.055
C_1877,P_297,90
C_1878,P_297,90
C_2707,P_34,400
C_2707,P_335,140
C_130,P_221,164
C_130,P_284,60
C_266,P_58,2.900
C_3090,P_297,960
C_3136,P_297,287
C_3137,P_297,287
C_3138,P_297,287
C_1414,P_297,225
C_409,P_236,65
C_409,P_245,75
C_1418,P_23,660
C_1418,P_41,1.200
C_1418,P_58,558
C_1418,P_97,400
C_1418,P_185,1.600
C_1418,P_244,280
C_1418,P_419,27
C_1181,P_297,1.594
C_3603,P_97,440
C_3603,P_236,105
C_3603,P_276,35
C_46,P_58,677
C_2029,P_156,165
C_2029,P_245,50
C_2029,P_345,230
C_2030,P_156,166
C_2030,P_245,50
C_2030,P_345,230
C_2031,P_156,165
C_2031,P_245,50
C_2031,P_345,230
C_426,P_111,9
C_426,P_309,195
C_4179,P_297,260
C_672,P_41,124
C_672,P_288,67
C_2189,P_432,375
C_148,P_41,9.440
C_148,P_58,8.775
C_148,P_236,570
C_148,P_276,104
C_148,P_312,32.195
C_4180,P_297,120
C_158,P_297,2.160
C_2843,P_407,608
C_3979,P_373,198
C_1341,P_110,11
C_1341,P_309,450
C_1341,P_432,190
C_162,P_41,476
C_162,P_58,688
C_162,P_236,210
C_162,P_312,1.165
C_1817,P_23,1.160
C_1817,P_106,80
C_4181,P_297,1.740
C_1925,P_297,120
C_2286,P_41,480
C_2286,P_185,869
C_2286,P_236,240
C_2286,P_289,285
C_4182,P_297,540
C_305,P_297,1.081
C_1052,P_58,1.040
C_1052,P_190,620
C_1052,P_388,272
C_2440,P_41,6.500
C_2440,P_190,9.900
C_2440,P_236,2.420
C_2440,P_270,9.750
C_320,P_276,13
C_778,P_57,1.021
C_778,P_407,600
C_570,P_236,95
C_180,P_163,104
C_180,P_297,280
C_3980,P_76,140
C_3980,P_407,228
C_1973,P_38,114
C_1973,P_407,1.008
C_1974,P_38,114
C_1974,P_407,1.008
C_328,P_41,595
C_328,P_57,780
C_328,P_97,255
C_328,P_185,632
C_328,P_236,95
C_328,P_350,133
C_182,P_190,134
C_182,P_221,103
C_182,P_387,228
C_182,P_407,39
C_2627,P_41,2.023
C_2627,P_221,1.617
C_2627,P_350,450
C_3446,P_297,775
C_4169,P_297,480
C_193,P_190,134
C_193,P_221,103
C_193,P_387,228
C_193,P_407,39
C_1898,P_41,132
C_1017,P_344,220
C_1298,P_34,193
C_1298,P_41,240
C_4127,P_163,109
C_3327,P_185,588
C_3327,P_419,14
C_2086,P_297,420
C_3818,P_344,200
C_1139,P_236,285
C_3521,P_233,1.500
C_1070,P_185,10.512
C_4141,P_364,524
C_3501,P_38,316
C_3501,P_185,640
C_3501,P_236,250
C_3501,P_288,288
C_2669,P_297,1.350
C_1307,P_297,17
C_489,P_41,120
C_489,P_185,325
C_489,P_350,120
C_4183,P_38,380
C_4183,P_236,182
C_4184,P_38,380
C_4184,P_236,182
C_809,P_297,1.300
C_92,P_221,73
C_2954,P_41,127
C_2954,P_185,254
C_2318,P_156,2.640
C_2318,P_185,2.275
C_2318,P_245,600
C_1997,P_185,3.980
C_102,P_236,444
C_102,P_276,25
C_2001,P_297,240
C_1390,P_41,90
C_3990,P_82,39
C_3990,P_421,208
C_3505,P_297,224
C_2069,P_41,1.190
C_2069,P_245,480
C_1520,P_41,342
C_1520,P_58,240
C_1520,P_185,869
C_1520,P_245,280
C_2397,P_41,390
C_2397,P_185,480
C_2397,P_236,58
C_2397,P_276,21
C_2397,P_350,85
C_2813,P_297,1.200
C_2770,P_8,550
C_2770,P_344,165
C_635,P_185,405
C_635,P_221,188
C_635,P_408,125
C_1170,P_41,476
C_1095,P_38,316
C_1095,P_185,640
C_1095,P_236,250
C_1095,P_288,288
C_35,P_163,168
C_1475,P_76,630
C_2595,P_190,65
C_2595,P_276,7
C_652,P_41,1.785
C_652,P_221,2.140
C_652,P_276,115
C_266,P_58,2.900
C_4185,P_284,183
C_4185,P_388,532
C_4165,P_97,800
C_4165,P_244,390
C_4165,P_276,36
C_3414,P_245,210
C_3414,P_270,780
C_3414,P_349,1.260
C_1538,P_297,1.008
C_3655,P_297,300
C_3282,P_236,53
C_2026,P_34,132
C_2026,P_57,198
C_2026,P_402,22
C_2026,P_407,76
C_143,P_41,119
C_143,P_58,375
C_143,P_185,468
C_143,P_236,110
C_143,P_408,133
C_1544,P_41,0
C_1544,P_97,0
C_1544,P_185,0
C_1544,P_236,0
C_1544,P_276,0
C_2227,P_97,800
C_2227,P_244,390
C_2227,P_276,36
C_1606,P_58,295
C_1606,P_97,38
C_1606,P_163,222
C_1606,P_185,78
C_974,P_43,2.084
C_1545,P_58,420
C_1545,P_185,87
C_431,P_344,30
C_2264,P_350,280
C_294,P_297,144
C_152,P_297,453
C_152,P_350,60
C_152,P_408,63
C_153,P_297,453
C_1612,P_185,316
C_1481,P_297,357
C_158,P_297,360
C_1482,P_221,805
C_1482,P_284,198
C_161,P_41,119
C_161,P_58,124
C_161,P_185,277
C_161,P_220,224
C_161,P_284,33
C_979,P_41,119
C_979,P_58,124
C_979,P_185,277
C_979,P_220,224
C_979,P_284,33
C_1816,P_38,162
C_1816,P_236,124
C_1816,P_350,120
C_4181,P_297,960
C_1925,P_297,450
C_1343,P_401,210
C_1964,P_57,448
C_1964,P_185,415
C_1964,P_221,235
C_1964,P_407,228
C_4186,P_34,260
C_4186,P_245,70
C_4187,P_314,450
C_1620,P_41,476
C_2304,P_190,2.310
C_2304,P_236,210
C_2304,P_288,72
C_2304,P_364,840
C_2304,P_407,292
C_4188,P_97,43
C_4188,P_185,170
C_4188,P_408,68
C_779,P_276,7
C_779,P_350,415
C_1000,P_221,1.288
C_1000,P_236,203
C_1000,P_276,26
C_1000,P_350,300
C_1000,P_221,1.736
C_1000,P_350,450
C_786,P_41,366
C_786,P_190,729
C_786,P_236,100
C_786,P_276,7
C_4189,P_297,4
C_1210,P_297,444
C_2928,P_264,174
C_3265,P_185,2.000
C_579,P_41,238
C_579,P_236,225
C_579,P_419,5
C_1898,P_41,264
C_1898,P_185,1.003
C_1898,P_220,528
C_1898,P_236,120
C_1898,P_284,192
C_700,P_58,186
C_2059,P_38,600
C_2059,P_407,608
C_1928,P_41,595
C_1928,P_185,1.185
C_1928,P_221,226
C_1928,P_236,170
C_1928,P_284,60
C_1928,P_419,39
C_4190,P_297,927
C_3522,P_248,1.860
C_1070,P_185,10.512
C_1858,P_41,180
C_1858,P_236,56
C_1858,P_276,6
C_211,P_308,1.864
C_4191,P_297,1.260
C_595,P_123,34
C_4192,P_8,1.766
C_1986,P_245,225
C_2137,P_185,156
C_598,P_185,395
C_598,P_350,100
C_1936,P_57,1.600
C_1936,P_185,2.025
C_1936,P_297,330
C_1936,P_373,155
C_1936,P_407,730
C_3161,P_297,900
C_1377,P_220,500
C_219,P_377,5.385
C_1464,P_60,1.000
C_1464,P_185,178
C_372,P_244,1.400
C_378,P_41,122
C_378,P_190,65
C_4193,P_41,625
C_4193,P_57,504
C_4193,P_82,252
C_4193,P_190,1.240
C_4193,P_236,180
C_4193,P_288,86
C_4193,P_349,660
C_383,P_220,110
C_1390,P_58,236
C_1390,P_190,320
C_1033,P_297,1.000
C_3505,P_297,199
C_2148,P_173,1.600
C_2148,P_382,7.200
C_3099,P_65,972
C_3099,P_264,354
C_3099,P_284,66
C_4194,P_38,156
C_4194,P_76,142
C_4194,P_185,180
C_4194,P_348,30
C_2512,P_297,660
C_833,P_276,7
C_258,P_34,128
C_258,P_288,17
C_1915,P_41,5.950
C_1915,P_58,3.050
C_1915,P_97,4.000
C_1915,P_185,13.650
C_1915,P_236,1.252
C_520,P_41,127
C_520,P_185,254
C_523,P_23,500
C_523,P_41,260
C_523,P_190,1.863
C_523,P_221,675
C_523,P_387,3.458
C_2160,P_41,3.570
C_2160,P_58,1.830
